Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PRTO,"Proteon Therapeutics, Inc.",2.45,43167574.1,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,"Proteostasis Therapeutics, Inc.",4.16,143170926.1,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,39.52,1519415995,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PVBC,"Provident Bancorp, Inc.",25.8,248402090.4,n/a,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",18.89,143744437.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc.",18.05,162120677.8,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PSDV,pSivida Corp.,1.11,50235268.89,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,21.15,116156921,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTC,PTC Inc.,71.46,8298312294,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",21.92,909451593.6,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULM,"Pulmatrix, Inc.",1.48,31150297.04,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",23.43,382875628.1,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PBYI,Puma Biotechnology Inc,91.6,3437705498,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
PCYO,Pure Cycle Corporation,8.65,205472947.7,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
PXS,Pyxis Tankers Inc.,1.73,36118754.89,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
QADA,QAD Inc.,42.1,810233276.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,31.5,606231549,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",44.25,614584842.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,32.87,7440979120,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,17.79,800971747.5,45023707,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QRVO,"Qorvo, Inc.",68.4,8696929630,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,68.04,1.00725E+11,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",13.49,858929020.6,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,7.78,15886907.82,n/a,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",64.35,2440121562,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTNA,"Quantenna Communications, Inc.",14.13,497672249.6,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QTRX,Quanterix Corporation,20.94,443499986.4,n/a,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/qtrx
QTRH,Quarterhill Inc.,1.91,226637255.6,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/qtrh
QRHC,Quest Resource Holding Corporation.,2.5,38203310,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,1.98,158753881.4,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,46.93,1595474095,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QNST,"QuinStreet, Inc.",9.06,414172953.2,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.11,19813427.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QTNT,Quotient Limited,3.75,170847052.5,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,9.46,663146000,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RCM,R1 RCM Inc.,4.28,447326780.8,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rcm
RARX,"Ra Pharmaceuticals, Inc.",8,181013472,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,2.73,81851206.71,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,19.3,258213252.5,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
RSYS,RadiSys Corporation,1.03,40323215.59,n/a,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",38.02,1695381795,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",10.15,483382747.4,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,20.11,868527773.5,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
METC,"Ramaco Resources, Inc.",9,356034294,n/a,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
RMBS,"Rambus, Inc.",14.18,1556652862,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,2.77,17511906.76,n/a,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/rand
GOLD,Randgold Resources Limited,98.65,3743980091,37952155,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",15.78,92605624.32,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",21.93,962313400.2,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RAVE,"Rave Restaurant Group, Inc.",1.82,25994255.56,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",36.65,1310444426,n/a,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
RBB,RBB Bancorp,26.88,424740933.1,n/a,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/rbb
ROLL,RBC Bearings Incorporated,129.64,3143146950,n/a,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",30.38,295254440.2,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",6.21,74592650.79,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,16.98,388255391.9,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,24.15,542954910.8,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",1.14,10205103.3,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
BLCN,Reality Shares Nasdaq NextGen Economy ETF,24.41,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/blcn
RNWK,"RealNetworks, Inc.",3.35,124964611.2,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",48.5,4019653616,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",29.79,0,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
RCON,"Recon Technology, Ltd.",2.61,25846605.54,n/a,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",8.93,170807994.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",52.75,682376057.3,n/a,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",33.88,3934913965,n/a,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDFN,Redfin Corporation,26.08,2123634338,n/a,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,5.24,57718956.32,11015068,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",371.53,39917039789,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,27.1,844037413.2,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,1.4,145537205.8,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",20.65,236819899.4,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RBNC,"Reliant Bancorp, Inc.",26,310763596,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbnc
RELV,"Reliv&#39; International, Inc.",5.46,10074573.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"Remark Holdings, Inc.",13.1,357934797.7,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,44.04,2172062709,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",11.05,429100285.3,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
ABAC,"Renmin Tianli Group, Inc.",2.99,23871397.55,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
RCII,Rent-A-Center Inc.,11.7,623748141.9,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RGEN,Repligen Corporation,35.78,1558766649,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,0.6634,26244560.42,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,"Republic Bancorp, Inc.",40.1,836505729.2,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",9.05,515757364.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,1.0301,24767565.76,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RSLS,ReShape Lifesciences Inc.,1.57,47032667.41,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rsls
RESN,Resonant Inc.,6.83,131449715.6,n/a,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",16.35,512975151.5,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
HAIR,"Restoration Robotics, Inc.",4.12,119191991.4,n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hair
ROIC,Retail Opportunity Investments Corp.,18.94,2127235683,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",11.13,248644200,n/a,2017,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",24.71,971268532.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",33.95,1239175000,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",4.46,47873751.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",3.3,70180522.5,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,1.05,23169669.6,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,1.5,14903074.5,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",2.75,24343676.5,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,27,195752511,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RYTM,"Rhythm Pharmaceuticals, Inc.",27.89,760954664.6,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,6.82,699567242.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,1.44,24312984.48,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.1694,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",8.15,105350673.5,n/a,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",4.23,619657319.2,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",18.15,330787271.1,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RMNI,"Rimini Street, Inc.",8.5,497936766,n/a,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmni
RIOT,"Riot Blockchain, Inc",19.91,192328987.3,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/riot
REDU,RISE Education Cayman Ltd,16.3,179300000,11000000,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/redu
RTTR,"Ritter Pharmaceuticals, Inc.",0.3301,16342102.58,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,9.35,210692077.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",3.99,56144977.77,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,1.09,12160320.13,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,45.83,210818000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
RCKT,"Rocket Pharmaceuticals, Inc.",12.65,21522988.3,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rckt
RMTI,"Rockwell Medical, Inc.",5.92,306425356.8,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",19.15,141604253.7,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",12.44,73438743.84,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",40.22,3934517237,n/a,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,8,287320528,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,11.26,0,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,1.12,0,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rosew
ROSG,Rosetta Genomics Ltd.,0.582,3451178.52,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",83.76,32008548709,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",87.14,5703685785,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,13.47,667121052.5,n/a,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",4.45,270704384.7,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",7.93,21670168.26,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RMBL,"RumbleOn, Inc.",5.08,65676988.28,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",53.13,2116466650,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",50.55,2013690743,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",23.3,728782269.7,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,4.42,1047420.66,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,0.83,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,120.8,12179753862,100825777,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",41.94,1467027312,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,4.05,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,9.9348,310397725.1,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.52,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,1.26,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",17.76,3165404103,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Health Care REIT, Inc.",25.55,146912500,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,20.67,5680566151,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",2.2,20733974.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",80.45,1224446908,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",169.46,7048938992,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",78.1,1990798756,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",4.6,120350936.2,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",46.1,128430727.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",135.65,3096760361,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",40.25,1405212629,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",17.75,1500246880,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,35.45,2553136580,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.4199,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,12.06,593538254.6,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",62.38,4031744222,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",13,396509009,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",18.6575,89328303.87,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",19.69,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,165.79,19487400586,n/a,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",35.95,916398681.9,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.81,11224671.45,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",37.2,1011962425,n/a,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,39.4,1374946686,n/a,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SGMS,Scientific Games Corp,55.875,5008712946,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,12.19,214667740.7,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scph
SNI,"Scripps Networks Interactive, Inc",88.5,11497532724,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
SCYX,"SCYNEXIS, Inc.",1.85,52834070.45,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",3.59,127458896.9,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,26.97,1173523468,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,52.62,15223943680,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,1.0338,38229247.89,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.22,0,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/shipw
SHLD,Sears Holdings Corporation,3.63,390637796.3,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,0.45,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.85,64701076.2,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,11.17,150003359.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",53.48,7697287677,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",1.83,103955624.2,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.7852,0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,10.78,91630000,8500000,2017,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,9.61,779150854.1,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,4.581,79443303.45,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,77.23,12161651066,n/a,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",13.11,184516734.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SIR,Select Income REIT,23.08,2065368523,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
SELB,"Selecta Biosciences, Inc.",9.27,207060059.5,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",60.55,3535599209,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",6.85,39503203.35,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,4.785,16957633.28,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,37.85,2511666121,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,31.25,304988343.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,32.85,320603747,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",0.794,8249260.618,n/a,2016,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,17.73,4213187152,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
